user_id,date,revenue_usd,ad_impressions,ad_revenue_usd
U00275,2023-12-22,14.49,0,0.0
U00595,2024-12-28,2.76,236,2.76
U00706,2023-07-16,70.89,275,70.89
U01148,2023-09-27,17.49,0,0.0
U01412,2023-12-20,8.17,531,8.17
U00381,2024-07-03,0.0,0,0.0
U01918,2024-02-11,19.28,210,4.79
U00654,2023-06-13,3.69,352,3.69
U00550,2023-09-04,22.24,195,6.75
U00163,2023-02-26,1.53,65,1.53
U00927,2024-12-29,3.75,434,3.75
U01342,2023-12-18,35.99,2316,35.99
U00120,2024-03-20,0.0,0,0.0
U01525,2024-11-14,0.0,0,0.0
U01387,2024-02-29,45.21,1197,45.21
U00059,2023-06-05,0.93,386,0.93
U00504,2024-05-19,13.49,0,0.0
U00044,2024-01-25,6.91,283,6.91
U00686,2023-12-21,1.2,111,1.2
U00648,2024-07-07,8.99,0,0.0
U00851,2024-12-19,6.84,1133,6.84
U00518,2023-03-11,0.0,0,0.0
U01513,2024-05-25,2.75,698,2.75
U01374,2023-07-07,0.0,0,0.0
U00498,2023-09-12,15.77,51,1.28
U00478,2023-09-29,0.0,0,0.0
U01198,2023-11-05,40.34,1273,40.34
U00979,2023-11-26,1.18,47,1.18
U00339,2024-12-10,0.0,0,0.0
U01165,2024-04-24,0.0,0,0.0
U00054,2023-12-02,11.07,457,1.08
U00037,2024-11-12,5.06,368,5.06
U01159,2023-07-12,0.0,0,0.0
U01759,2024-05-25,0.83,151,0.83
U01485,2023-06-07,0.0,0,0.0
U00176,2024-09-19,5.45,501,5.45
U00087,2024-10-15,0.0,0,0.0
U01399,2024-02-26,2.32,328,2.32
U01061,2024-07-07,4.82,752,4.82
U01639,2024-09-17,16.11,709,16.11
U00742,2024-03-22,36.15,1299,36.15
U01839,2023-10-04,0.0,0,0.0
U00266,2024-07-05,14.49,0,0.0
U01963,2024-11-18,0.0,0,0.0
U01035,2024-08-01,0.0,0,0.0
U01330,2024-02-22,0.0,0,0.0
U00810,2023-12-06,0.0,0,0.0
U01156,2024-05-30,0.0,0,0.0
U00593,2023-07-14,4.55,810,4.55
U00695,2023-02-23,0.0,0,0.0
U00985,2023-12-27,0.0,0,0.0
U01246,2024-05-22,0.0,0,0.0
U00189,2024-02-19,0.0,0,0.0
U01422,2024-12-18,0.0,0,0.0
U01195,2023-04-20,0.0,0,0.0
U00824,2023-09-12,0.0,0,0.0
U00092,2024-06-14,2.59,166,2.59
U00343,2023-10-28,0.0,0,0.0
U01890,2024-12-03,0.0,0,0.0
U00129,2023-02-05,0.0,0,0.0
U00831,2024-06-21,0.0,0,0.0
U01297,2023-04-06,12.49,0,0.0
U01188,2024-04-11,16.16,434,16.16
U00105,2024-04-22,0.0,0,0.0
U00545,2024-08-05,0.0,0,0.0
U01087,2024-03-28,0.0,0,0.0
U01676,2023-03-28,3.11,132,3.11
U00026,2024-08-24,10.49,0,0.0
U00921,2024-09-30,12.81,540,12.81
U00547,2024-12-12,0.0,0,0.0
U01974,2024-07-24,0.0,0,0.0
U00447,2023-12-02,1.35,144,1.35
U00980,2023-04-11,0.0,0,0.0
U01112,2023-07-24,19.47,1039,19.47
U00816,2024-10-30,0.0,0,0.0
U01682,2023-11-26,1.88,200,1.88
U00213,2024-12-26,42.15,3945,25.16
U00261,2024-04-13,0.0,0,0.0
U00556,2023-08-27,0.0,0,0.0
U00620,2024-05-07,0.0,0,0.0
U01572,2024-01-01,13.49,0,0.0
U00579,2023-11-23,2.0,82,2.0
U00479,2024-06-30,0.0,0,0.0
U00086,2023-05-11,17.99,0,0.0
U00939,2024-04-04,0.0,0,0.0
U01123,2023-06-02,0.0,0,0.0
U00035,2023-11-02,8.86,438,8.86
U00028,2024-09-14,0.0,0,0.0
U00871,2024-11-18,1.0,77,1.0
U01694,2024-06-15,11.42,443,11.42
U01626,2024-12-27,0.0,0,0.0
U01724,2024-02-21,0.0,0,0.0
U00938,2023-08-09,24.47,1690,24.47
U01811,2023-04-17,0.0,0,0.0
U00843,2023-12-02,0.0,0,0.0
U00829,2024-02-12,3.45,139,3.45
U01276,2024-10-29,0.0,0,0.0
U00393,2023-10-09,1.36,210,1.36
U00361,2024-10-11,0.0,0,0.0
U01476,2023-04-01,5.06,122,5.06
U01547,2024-01-12,19.59,99,1.1
U01922,2024-04-03,0.0,0,0.0
U00201,2023-12-22,18.99,0,0.0
U00608,2023-05-29,0.0,0,0.0
U00813,2023-12-04,0.0,0,0.0
U01134,2024-01-09,29.19,1067,29.19
U01077,2024-03-14,0.0,0,0.0
U01456,2024-07-18,0.0,0,0.0
U01783,2024-10-13,4.22,239,4.22
U00825,2024-04-15,18.49,0,0.0
U00548,2024-11-19,0.0,0,0.0
U00918,2023-02-07,0.0,0,0.0
U00932,2023-03-12,5.44,148,5.44
U00728,2024-09-23,18.49,0,0.0
U01973,2024-11-12,0.0,0,0.0
U00535,2023-01-04,0.0,0,0.0
U00789,2023-04-12,0.0,0,0.0
U00635,2024-05-23,0.0,0,0.0
U00856,2024-12-23,2.52,101,2.52
U00064,2024-09-26,0.0,0,0.0
U01323,2024-10-21,0.0,0,0.0
U00906,2024-01-20,1.49,122,1.49
U00617,2024-09-23,13.99,0,0.0
U01888,2023-03-01,0.0,0,0.0
U01639,2024-04-16,0.0,0,0.0
U01346,2024-08-12,0.0,0,0.0
U01355,2023-02-15,0.0,0,0.0
U01867,2024-06-11,0.0,0,0.0
U01100,2024-09-02,0.0,0,0.0
U01086,2024-04-26,0.0,0,0.0
U00832,2023-08-31,4.86,213,4.86
U01613,2024-10-26,17.49,0,0.0
U00190,2024-07-13,0.0,0,0.0
U01118,2024-07-29,0.0,0,0.0
U01123,2024-06-09,13.46,339,13.46
,2024-11-01,1.13,399,1.13
U00385,2023-04-09,3.65,481,3.65
U00825,2024-10-11,38.55,1221,38.55
U01905,2023-01-08,0.0,0,0.0
U00285,2023-05-26,0.0,0,0.0
U00325,2024-02-24,27.46,489,10.97
U00967,2024-05-27,22.74,842,22.74
U00153,2023-12-19,0.0,0,0.0
U00324,2023-05-04,0.0,0,0.0
U00005,2023-03-20,0.0,0,0.0
U00867,2024-12-11,0.0,0,0.0
U00840,2023-04-10,9.49,0,0.0
U01427,2023-04-07,0.0,0,0.0
U01785,2024-08-25,2.75,157,2.75
U01135,2024-10-30,0.0,0,0.0
U01487,2024-09-14,3.44,166,3.44
U01947,2023-10-11,0.0,0,0.0
U01883,2024-05-09,0.0,0,0.0
U00706,2023-02-28,27.37,736,27.37
U00833,2024-03-20,2.13,545,2.13
U01950,2023-02-02,0.0,0,0.0
U01100,2024-05-07,0.0,0,0.0
U00540,2023-08-01,0.0,0,0.0
U01619,2024-11-29,0.0,0,0.0
U01461,2023-10-01,1.27,40,1.27
U00106,2024-07-21,9.97,563,9.97
U01075,2024-09-10,75.37,2222,75.37
U01519,2023-10-25,18.49,0,0.0
U00341,2023-05-14,0.33,38,0.33
U01239,2024-10-03,0.0,0,0.0
U01720,2023-08-25,0.0,0,0.0
U01741,2024-09-25,10.49,0,0.0
U01400,2024-07-15,0.0,0,0.0
U01071,2023-07-30,17.99,0,0.0
U01199,2023-11-20,13.8,1246,3.81
U00294,2024-06-18,0.0,0,0.0
U01582,2023-05-23,0.0,0,0.0
U01354,2023-04-27,0.0,0,0.0
U01142,2023-01-28,7.0,459,7.0
U01170,2023-03-14,0.0,0,0.0
U01465,2023-10-31,0.0,0,0.0
U01249,2023-09-19,0.0,0,0.0
U01153,2023-11-27,2.22,173,2.22
U00689,2023-11-13,0.0,0,0.0
U00426,2023-06-18,0.0,0,0.0
U00545,2024-05-06,1.41,72,1.41
U00274,2024-09-07,0.0,0,0.0
U01156,2023-07-03,46.57,6364,46.57
U00429,2024-04-12,0.0,0,0.0
U01729,2023-06-14,90.08,5169,90.08
U00159,2024-06-10,1.02,219,1.02
U01587,2023-10-02,9.49,0,0.0
U00379,2023-01-29,0.16,112,0.16
U01131,2024-02-10,0.0,0,0.0
U00681,2023-05-01,11.44,483,11.44
U01131,2023-08-12,0.0,0,0.0
U01666,2023-05-27,0.0,0,0.0
U00872,2024-07-22,2.68,269,2.68
U00430,2023-04-13,0.0,0,0.0
U01868,2023-10-25,0.0,0,0.0
U01889,2023-04-10,3.71,321,3.71
U00708,2023-09-08,15.63,79,1.64
U01913,2023-07-06,6.21,292,6.21
U00080,2024-06-07,0.0,0,0.0
U01484,2024-02-23,92.51,4290,92.51
U01245,2023-03-12,21.39,1270,21.39
U00358,2023-08-03,5.2,737,5.2
U01829,2023-01-12,0.0,0,0.0
U01842,2023-07-02,0.0,0,0.0
U01501,2023-02-11,8.58,1010,8.58
U01718,2024-05-14,0.0,0,0.0
U00840,2024-01-20,0.0,0,0.0
U01715,2023-09-01,0.0,0,0.0
U01253,2023-09-01,0.0,0,0.0
U00282,2024-10-26,0.98,235,0.98
U01822,2024-04-07,0.0,0,0.0
U00279,2024-08-10,8.46,286,8.46
U01017,2024-02-14,8.22,785,8.22
U01504,2024-10-13,0.21,18,0.21
U01696,2023-08-09,0.0,0,0.0
U01742,2023-02-20,0.0,0,0.0
U01146,2024-06-06,17.58,469,8.09
U00239,2023-08-01,23.95,1334,23.95
U00228,2024-11-25,2.52,140,2.52
U00201,2023-05-04,18.04,1635,18.04
U01004,2023-02-17,18.49,0,0.0
U00290,2023-04-20,0.92,66,0.92
U01792,2024-11-17,0.0,0,0.0
U01649,2023-08-08,33.28,1163,33.28
U01977,2024-02-16,0.25,65,0.25
U01129,2023-08-20,0.0,0,0.0
U01752,2023-05-28,0.0,0,0.0
U01786,2024-08-07,0.0,0,0.0
U00190,2023-09-27,15.04,479,1.55
U00225,2023-02-08,40.42,2246,40.42
U01973,2024-01-14,20.61,1180,20.61
U01612,2023-08-06,0.0,0,0.0
U00934,2023-10-14,40.51,514,40.51
U00425,2023-01-12,0.34,96,0.34
U00164,2024-08-13,0.0,0,0.0
U00967,2024-08-02,10.49,0,0.0
U00640,2024-04-11,0.0,0,0.0
U01212,2023-06-14,0.0,0,0.0
U01712,2024-07-26,0.0,0,0.0
U00627,2024-11-04,13.66,425,13.66
U01038,2023-07-11,4.85,221,4.85
U01410,2023-05-23,3.02,238,3.02
U00706,2024-02-05,0.0,0,0.0
U00867,2023-02-12,2.53,240,2.53
U01294,2024-10-26,21.71,1121,21.71
U01668,2024-03-29,10.99,0,0.0
U00827,2024-05-11,0.0,0,0.0
U00055,2024-11-16,29.38,1274,29.38
U01259,2024-03-14,1.07,167,1.07
U00334,2024-04-17,19.82,42,1.33
U00553,2024-09-06,1.61,79,1.61
U00202,2023-12-28,0.0,0,0.0
U00196,2023-01-19,8.49,0,0.0
U00153,2023-04-19,0.0,0,0.0
U01279,2023-07-25,0.0,0,0.0
U00354,2023-07-29,89.97,4387,89.97
U01874,2023-01-04,0.0,0,0.0
U00270,2023-08-23,0.0,0,0.0
U01582,2024-12-21,1.99,238,1.99
U01609,2024-09-03,8.28,534,8.28
U01728,2023-06-07,19.76,871,6.27
U01662,2023-03-08,0.0,0,0.0
U01846,2023-01-19,2.42,345,2.42
U00573,2024-12-05,0.0,0,0.0
U00298,2024-04-26,0.0,0,0.0
U00134,2023-01-10,147.53,7176,147.53
U01620,2023-12-30,0.0,0,0.0
U00193,2024-01-12,0.0,0,0.0
U01387,2023-03-16,16.62,1910,16.62
U00519,2024-06-03,14.79,61,0.3
U00979,2024-03-08,0.0,0,0.0
U00848,2023-05-16,14.99,0,0.0
U01719,2023-07-03,6.57,241,6.57
U01314,2024-06-10,0.0,0,0.0
U00305,2023-09-13,0.0,0,0.0
U00089,2024-06-29,0.0,0,0.0
U01945,2024-06-19,4.72,239,4.72
U01384,2023-07-07,9.15,968,9.15
U00647,2024-12-30,0.0,0,0.0
U00611,2024-12-22,0.6,183,0.6
U00298,2023-04-11,1.34,185,1.34
U00462,2024-08-10,0.0,0,0.0
U01574,2024-11-06,0.0,0,0.0
U01572,2024-01-15,0.0,0,0.0
U01808,2024-01-04,0.0,0,0.0
U01147,2024-05-04,20.24,1396,20.24
U00367,2024-05-14,11.34,448,11.34
U01555,2023-06-21,0.0,0,0.0
U01533,2024-01-16,0.0,0,0.0
U01349,2023-12-05,17.99,0,0.0
U01352,2023-10-03,0.0,0,0.0
U01487,2023-09-24,0.0,0,0.0
U00303,2023-07-19,2.7,86,2.7
U00528,2023-12-09,9.22,534,9.22
U01654,2023-11-06,4.22,178,4.22
U01009,2023-02-20,3.02,274,3.02
U01094,2023-12-06,0.0,0,0.0
U01925,2023-04-09,0.0,0,0.0
U00689,2023-12-11,42.53,6082,42.53
U00547,2023-10-05,10.49,0,0.0
U01415,2024-01-05,0.0,0,0.0
U00626,2023-06-24,25.7,806,8.21
U01558,2023-09-20,0.0,0,0.0
U00703,2023-09-06,0.0,0,0.0
U01746,2023-08-29,0.0,0,0.0
U01304,2024-03-08,57.15,1853,57.15
U00377,2024-12-20,0.0,0,0.0
U00038,2023-03-24,28.69,2555,18.7
U01504,2023-08-12,3.7,446,3.7
U01421,2023-12-30,32.69,1456,22.7
U00538,2024-12-29,0.0,0,0.0
U01209,2023-03-17,0.0,0,0.0
U00539,2023-05-20,17.46,1294,17.46
U00254,2024-12-07,9.49,0,0.0
U00241,2023-10-30,0.0,0,0.0
U00628,2023-11-12,38.64,1107,38.64
U01932,2023-11-29,0.0,0,0.0
U01501,2023-03-24,57.55,11499,57.55
U00862,2023-09-21,0.0,0,0.0
U00444,2024-11-23,0.0,0,0.0
U01515,2024-06-14,0.0,0,0.0
U01871,2023-07-11,0.0,0,0.0
U00640,2024-03-26,31.12,821,17.63
U00288,2023-06-18,28.08,1179,28.08
U01516,2024-09-12,0.0,0,0.0
U01508,2024-08-22,0.0,0,0.0
U01407,2024-03-24,0.0,0,0.0
U01542,2024-08-01,1.11,157,1.11
U00544,2024-11-06,0.0,0,0.0
U00520,2023-04-10,1.28,596,1.28
U00103,2024-04-16,0.0,0,0.0
U00312,2023-07-26,14.61,1013,14.61
U00195,2023-05-20,12.49,0,0.0
U01053,2023-12-26,0.0,0,0.0
U00734,2024-07-03,19.38,517,8.89
U01711,2023-02-09,74.83,50,74.83
U01079,2024-10-08,0.48,38,0.48
U01224,2023-04-18,0.0,0,0.0
U00644,2023-02-23,0.0,0,0.0
U00462,2023-09-26,7.77,367,7.77
U00490,2023-02-15,0.0,0,0.0
U01123,2024-12-26,0.0,0,0.0
U00406,2024-05-13,0.0,0,0.0
U00847,2023-03-18,0.0,0,0.0
U00226,2023-06-11,18.49,0,0.0
U00638,2024-11-18,0.0,0,0.0
U00044,2023-07-17,0.0,0,0.0
U00418,2024-10-07,5.14,517,5.14
U01522,2024-10-25,0.0,0,0.0
U01798,2023-06-22,0.77,130,0.77
U01448,2024-05-09,0.0,0,0.0
U01409,2023-07-13,20.96,1150,20.96
U01906,2024-03-18,0.0,0,0.0
U01804,2023-02-09,8.69,977,8.69
U01037,2023-12-06,1.53,995,1.53
U01357,2023-05-03,11.0,463,11.0
U01908,2024-01-03,4.81,662,4.81
U01964,2024-04-25,0.74,56,0.74
U01066,2024-10-25,0.0,0,0.0
U01485,2024-07-29,20.08,728,2.59
U00904,2024-02-24,0.0,0,0.0
U01617,2024-04-21,0.0,0,0.0
U01250,2024-05-15,0.0,0,0.0
U00829,2024-11-18,0.0,0,0.0
U01980,2023-09-14,1.15,225,1.15
U01038,2024-01-27,17.1,536,17.1
U00977,2023-05-21,15.49,0,0.0
U01522,2024-11-23,12.41,822,12.41
U01586,2023-08-12,0.0,0,0.0
U00639,2024-09-22,0.0,0,0.0
U00161,2023-12-13,0.0,0,0.0
U00220,2024-01-03,2.39,707,2.39
U00823,2023-05-27,0.0,0,0.0
U00820,2023-06-17,14.94,1364,14.94
U00339,2024-07-01,73.63,2673,73.63
U01520,2024-11-18,0.42,63,0.42
U01017,2024-10-08,0.0,0,0.0
U01743,2024-03-14,30.38,1256,30.38
U01308,2023-02-24,0.0,0,0.0
U01702,2024-10-07,7.54,748,7.54
U01079,2023-04-13,0.7,222,0.7
U00267,2024-04-13,9.99,0,0.0
U01124,2024-11-02,0.0,0,0.0
U00659,2022-06-19,0.0,0,0.0
U01643,2024-11-02,10.95,408,10.95
U00743,2023-02-03,0.0,0,0.0
U01386,2023-06-21,0.0,0,0.0
U01261,2023-12-16,1.95,743,1.95
U00090,2024-12-14,0.0,0,0.0
U01578,2023-03-28,3.65,154,3.65
U00124,2024-06-18,0.0,0,0.0
U00176,2024-04-11,18.49,0,0.0
U01303,2023-03-27,0.42,80,0.42
U01704,2023-04-25,1.72,577,1.72
U01989,2023-12-10,0.0,0,0.0
U01239,2023-09-27,11.99,0,0.0
U00099,2024-04-10,15.49,0,0.0
U01837,2023-07-08,169.16,8488,169.16
U00674,2024-03-16,0.0,0,0.0
U00910,2024-06-25,46.23,1692,46.23
U00387,2024-09-03,3.74,228,3.74
U01900,2023-10-09,0.0,0,0.0
U01555,2023-09-02,13.99,0,0.0
U01610,2023-12-25,40.46,2153,40.46
U01687,2024-06-02,2.07,78,2.07
U00249,2024-12-15,47.17,1292,47.17
U01403,2023-03-09,-3.92,0,-3.92
,2023-08-12,0.0,0,0.0
U00106,2024-09-14,4.29,251,4.29
U01487,2023-05-21,3.02,161,3.02
U01235,2023-03-07,51.2,1638,41.21
U00652,2024-09-05,0.0,0,0.0
U01587,2024-07-28,0.0,0,0.0
U01072,2023-03-11,0.0,0,0.0
U00430,2023-11-24,8.49,0,0.0
U00002,2024-06-06,0.0,0,0.0
U00868,2023-05-26,19.13,269,2.64
U01408,2023-05-18,3.41,218,3.41
U00890,2023-01-27,0.0,0,0.0
U01361,2024-10-09,9.49,0,0.0
U00746,2024-12-20,17.49,0,0.0
U01843,2024-07-02,9.99,0,0.0
U01125,2023-11-01,0.0,0,0.0
U01127,2024-10-27,13.49,0,0.0
U00122,2024-05-22,0.0,0,0.0
U00815,2024-07-14,0.0,0,0.0
U00891,2024-06-06,0.0,0,0.0
U00202,2023-09-10,11.77,769,11.77
U00334,2024-04-09,0.18,89,0.18
U01936,2023-03-11,0.0,0,0.0
U01433,2023-02-05,5.53,263,5.53
U01004,2023-01-03,5.48,278,5.48
U00010,2024-07-11,17.99,0,0.0
U01609,2023-08-03,4.59,869,4.59
U01549,2024-10-09,5.89,1447,5.89
U00133,2023-07-15,0.19,34,0.19
U00387,2023-05-28,16.99,0,0.0
U00095,2023-11-02,0.0,0,0.0
U00415,2023-07-15,2.42,217,2.42
U01757,2024-11-11,0.0,0,0.0
U00131,2023-06-17,8.64,552,8.64
U00001,2023-11-01,0.0,0,0.0
U01123,2023-07-27,13.57,127,1.08
U00794,2023-08-14,0.0,0,0.0
U01140,2023-07-14,0.0,0,0.0
U01330,2023-06-13,0.0,0,0.0
U00739,2024-10-01,9.99,0,0.0
U01240,2023-05-05,0.0,0,0.0
U01031,2024-08-04,1.16,117,1.16
U00716,2024-08-27,14.97,687,14.97
U00022,2024-03-13,0.0,0,0.0
U01800,2024-09-19,56.3,0,46.31
U01976,2024-09-09,23.63,357,5.64
U00765,2023-11-21,9.99,0,0.0
U00777,2024-04-01,2.48,268,2.48
U00732,2023-03-14,4.06,348,4.06
U01882,2023-07-16,25.67,482,12.18
U00607,2023-04-25,35.52,2378,35.52
U01632,2023-05-02,0.0,0,0.0
U00999,2024-06-19,32.11,609,18.62
U01326,2024-08-13,5.0,331,5.0
U00320,2024-12-18,0.0,0,0.0
U00423,2024-07-03,13.49,0,0.0
U01140,2023-01-06,0.0,0,0.0
U01968,2024-05-05,0.0,0,0.0
U01315,2023-02-13,0.0,0,0.0
U00438,2023-12-26,7.55,259,7.55
U00599,2024-05-03,147.14,8908,147.14
U00284,2023-04-27,8.49,0,0.0
U00001,2023-05-09,0.0,0,0.0
U00518,2024-12-15,11.51,2005,11.51
U01317,2024-11-21,0.0,0,0.0
U01674,2023-12-09,0.0,0,0.0
U01133,2023-11-06,0.0,0,0.0
U01750,2024-07-11,0.64,29,0.64
U01281,2024-01-24,10.99,0,0.0
U00373,2023-07-05,0.0,0,0.0
U01850,2023-09-05,0.0,0,0.0
U01931,2023-05-03,1.27,98,1.27
U01925,2023-12-25,12.93,4283,12.93
U01278,2024-01-31,9.99,0,0.0
U01262,2023-02-06,0.0,0,0.0
U00544,2024-10-20,0.0,0,0.0
U01886,2024-05-02,18.32,1813,18.32
U00331,2024-01-30,0.0,0,0.0
U01903,2024-12-01,0.0,0,0.0
U01336,2024-11-16,3.6,268,3.6
U01460,2024-12-15,4.79,394,4.79
U00634,2023-12-13,11.49,0,0.0
U01252,2024-12-16,0.0,0,0.0
U01675,2024-02-28,0.0,0,0.0
U00471,2023-09-06,13.49,0,0.0
U00710,2024-06-03,14.99,0,0.0
U01949,2024-01-10,0.0,0,0.0
U00089,2023-03-24,0.0,0,0.0
U00008,2023-02-13,3.07,114,3.07
U00297,2024-04-12,9.49,0,0.0
U01596,2024-12-12,0.0,0,0.0
U00863,2023-06-19,3.58,118,3.58
U01212,2023-05-27,0.0,0,0.0
U01428,2024-02-24,0.0,0,0.0
U01871,2024-08-06,12.68,1138,12.68
U00014,2023-10-17,9.99,0,0.0
U00764,2023-06-19,1.79,430,1.79
U01145,2023-01-31,21.8,860,21.8
U00731,2023-01-12,8.16,345,8.16
U00809,2023-02-03,0.0,0,0.0
U01818,2024-04-01,0.0,0,0.0
U00553,2023-02-03,0.0,0,0.0
U01310,2024-11-29,0.69,130,0.69
U01919,2023-02-16,0.0,0,0.0
U01698,2024-05-31,0.0,0,0.0
U01400,2023-11-25,2.77,408,2.77
U00345,2023-06-14,2.39,231,2.39
U01664,2024-05-07,30.75,1443,30.75
U00177,2023-04-20,0.0,0,0.0
U00288,2023-09-23,15.66,894,15.66
U00963,2024-02-04,4.75,368,4.75
U00913,2024-07-21,0.0,0,0.0
U00516,2024-10-30,0.0,0,0.0
U01067,2023-11-26,8.06,856,8.06
U01558,2024-05-16,0.0,0,0.0
U00112,2024-01-05,0.0,0,0.0
U01079,2024-12-24,13.49,0,0.0
U01767,2023-12-13,0.0,0,0.0
U01048,2024-11-18,23.38,602,5.89
U00800,2023-09-14,0.0,0,0.0
U01362,2023-08-09,0.0,0,0.0
U01478,2023-11-09,0.0,0,0.0
U00955,2023-10-15,0.0,0,0.0
U00409,2024-03-04,26.49,2685,12.0
U00112,2023-11-17,92.02,8060,92.02
U01506,2023-04-04,12.49,0,0.0
U00859,2024-01-08,13.13,372,13.13
U00543,2023-05-09,1.43,184,1.43
U00618,2024-03-05,9.99,0,0.0
U00532,2024-05-26,0.0,0,0.0
U01309,2023-08-29,0.0,0,0.0
U00593,2023-12-26,0.0,0,0.0
U01220,2023-02-12,0.0,0,0.0
U00033,2023-01-22,0.0,0,0.0
U01303,2023-07-07,13.49,0,0.0
U01974,2023-08-13,0.0,0,0.0
U00679,2023-08-01,0.0,0,0.0
U01695,2024-09-16,0.0,0,0.0
U00526,2023-11-24,0.0,0,0.0
U01873,2024-05-10,7.3,308,7.3
U01543,2023-06-18,0.55,36,0.55
U00155,2023-06-21,0.0,0,0.0
U01347,2023-05-23,0.0,0,0.0
U00363,2024-07-06,0.0,0,0.0
U01758,2023-08-11,1.51,125,1.51
,2024-09-28,16.99,0,0.0
,2023-10-22,0.0,0,0.0
U01492,2023-10-02,4.31,574,4.31
U01305,2024-05-18,0.0,0,0.0
U00261,2024-09-04,0.0,0,0.0
U01523,2024-08-13,0.0,0,0.0
U01838,2024-06-04,0.0,0,0.0
U01569,2023-11-17,25.36,1456,25.36
U01782,2024-10-26,81.57,3665,63.08
U00141,2024-11-01,0.64,100,0.64
U01336,2024-02-15,0.0,0,0.0
U00254,2023-08-10,3.43,102,3.43
U01571,2024-12-29,0.0,0,0.0
U01607,2024-09-30,0.0,0,0.0
U00666,2024-08-22,0.0,0,0.0
U00941,2023-02-20,3.55,340,3.55
,2023-09-17,0.0,0,0.0
U01164,2023-08-19,19.44,622,19.44
U01662,2024-08-04,6.31,303,6.31
U00085,2023-11-16,0.0,0,0.0
U00887,2024-07-24,0.0,0,0.0
U01076,2023-06-05,0.0,0,0.0
U01498,2023-09-16,6.33,339,6.33
U01457,2023-04-05,0.0,0,0.0
U00774,2023-12-28,0.0,0,0.0
U01830,2023-08-31,0.0,0,0.0
U00269,2024-01-20,3.05,356,3.05
U01798,2023-06-08,0.0,0,0.0
U00975,2023-09-01,8.92,5430,8.92
U00087,2024-08-10,33.64,748,23.15
U01732,2023-02-22,0.23,68,0.23
U01246,2024-09-27,0.0,0,0.0
U00860,2024-02-04,0.0,0,0.0
U00849,2023-10-12,0.0,0,0.0
U00692,2023-03-26,0.86,73,0.86
U00782,2024-09-03,0.0,0,0.0
U01220,2024-07-20,0.0,0,0.0
U01647,2024-10-16,0.0,0,0.0
U00012,2024-01-24,0.0,0,0.0
U01188,2023-11-04,0.0,0,0.0
U00477,2024-03-17,0.0,0,0.0
U00268,2024-06-07,21.98,1358,21.98
U00452,2023-10-28,0.0,0,0.0
U01180,2023-10-06,0.0,0,0.0
U01529,2024-06-30,3.95,215,3.95
U01394,2024-09-26,0.0,0,0.0
U00350,2024-03-15,0.0,0,0.0
U01372,2023-10-08,0.0,0,0.0
U00509,2024-12-10,0.0,0,0.0
U00791,2024-03-26,0.0,0,0.0
U00529,2023-11-14,8.49,0,0.0
U00176,2023-09-12,18.49,0,0.0
U00137,2024-09-04,11.04,79,1.55
U01073,2023-11-16,19.79,225,1.8
U00394,2020-12-22,0.0,0,0.0
U00554,2023-02-02,74.64,4911,74.64
U01460,2024-09-02,0.0,0,0.0
U01166,2024-12-22,0.0,0,0.0
U00090,2024-05-12,14.31,883,14.31
U00155,2024-12-16,0.0,0,0.0
U01981,2024-08-20,0.0,0,0.0
U01862,2024-12-14,0.0,0,0.0
U00933,2024-12-22,0.0,0,0.0
U00345,2023-06-27,10.78,405,10.78
U00164,2024-07-01,1.37,38,1.37
U01225,2023-06-20,4.56,305,4.56
U00520,2023-12-14,15.19,69,1.2
U00915,2024-07-31,5.68,298,5.68
U00899,2023-09-02,10.49,0,0.0
U01095,2021-06-24,0.0,0,0.0
U01508,2023-05-22,0.0,0,0.0
U01907,2024-03-18,0.0,0,0.0
U01378,2024-10-16,41.59,1135,41.59
U00665,2023-11-03,31.14,0,31.14
U00574,2024-07-26,0.0,0,0.0
,2023-07-31,22.49,668,22.49
U01112,2024-02-05,2.72,400,2.72
U01671,2023-07-19,0.0,0,0.0
U00471,2024-05-10,54.24,2502,54.24
U00115,2023-04-19,0.0,0,0.0
U01229,2023-03-10,0.0,0,0.0
U01277,2023-01-07,0.0,0,0.0
U01624,2024-03-14,10.49,0,0.0
U01403,2023-05-05,0.0,0,0.0
U01122,2023-05-23,2.76,324,2.76
U01914,2024-11-20,0.0,0,0.0
U01309,2023-04-10,13.99,0,0.0
U01755,2023-09-11,0.0,0,0.0
U01242,2023-03-13,5.96,254,5.96
U01265,2024-07-22,0.0,0,0.0
U00480,2023-07-26,10.49,0,0.0
U00905,2023-09-20,0.0,0,0.0
U01343,2023-10-02,6.57,1675,6.57
U01929,2024-01-08,0.0,0,0.0
U00149,2024-12-13,5.44,644,5.44
U01597,2024-04-01,2.36,114,2.36
U01263,2024-05-07,0.0,0,0.0
U01387,2023-10-14,30.56,2279,30.56
U01670,2024-10-13,0.0,0,0.0
U01916,2024-07-13,30.21,1525,30.21
U01825,2023-06-03,0.0,0,0.0
U00142,2023-12-18,0.0,0,0.0
U00799,2024-05-13,0.0,0,0.0
U01574,2023-04-12,0.0,0,0.0
U00002,2023-06-28,0.0,0,0.0
U00603,2024-01-12,5.08,323,5.08
U01495,2023-11-04,0.0,0,0.0
,2023-11-17,11.73,120,0.24
U00724,2023-02-05,0.88,81,0.88
U00988,2023-08-01,2.66,210,2.66
U01639,2023-02-24,8.89,765,8.89
