session_id,user_id,content_type,date,device,duration_min,watch_completion_pct
S314077,U11874,C1163,2024-05-09,Console,44.0,
S890406,U11091,C1178,2024-11-16,Tablet,54.0,0.34
S761043,U10530,C1117,2024-12-14,Mobile,49.0,0.4
S119847,U11617,C1072,2024-05-24,Console,64.0,0.58
S489776,U11618,C1101,2023-07-09,Console,82.0,0.22
S624106,U10041,C1060,2024-07-27,Desktop,85.0,0.53
S880117,U11570,C1155,2023-10-19,Tablet,42.0,
S841729,U10991,C1026,2023-05-17,Console,21.0,0.53
S751036,U11032,C1181,2024-11-12,Mobile,66.0,0.69
S591853,U11518,C1051,2023-01-07,Tablet,31.0,0.42
S945142,U10654,C1168,2021-03-07,Desktop,47.0,0.44
S639289,U11713,C1143,2025-01-28,Mobile,89.0,0.31
S316453,U11642,C1101,2024-04-16,Mobile,33.0,0.29
S215245,U10155,C1212,2025-01-21,Desktop,48.0,0.42
S315818,U11503,C1137,2023-06-27,Desktop,29.0,
S415494,U11417,C1116,2025-01-25,Tablet,,0.32
S983801,U10127,C1146,2024-09-23,Mobile,54.0,0.02
S963525,U10834,C1009,2024-11-27,TV,188.0,0.07
S152461,U11079,C1220,2024-03-06,Mobile,22.0,0.68
S999008,U10328,C1163,2024-09-16,Console,21.0,0.36
S983137,U11440,C1140,2022-03-02,Mobile,30.0,0.5
S269807,U11741,C1122,2024-05-14,TV,63.0,
S666134,U11580,C1034,2024-06-24,Console,84.0,0.34
S247388,U10877,C1033,2024-10-17,Tablet,67.0,
S178788,U11792,C1205,2024-09-19,Tablet,63.0,
S353756,U11846,C1209,2021-04-03,tablet,23.0,0.16
S191466,U11856,C1106,2023-05-01,Tablet,118.0,0.34
S534715,U11187,C1211,2023-06-06,tv,71.0,0.7
S291712,U10833,C1074,2024-09-30,Mobile,85.0,0.12
S248731,U10673,C1130,2021-06-04,Tablet,68.0,
S554054,U10434,C1006,2024-06-23,Mobile,60.0,
S465894,U11529,C1163,2021-07-21,Desktop,22.0,0.49
S151452,U10151,C1213,2023-09-08,Tablet,31.0,0.28
S845068,U11742,C1069,2024-06-09,Tablet,92.0,
S870348,U11109,C1014,2023-01-25,TV,,0.6
S287366,U11436,C1062,2021-04-05,Console,88.0,0.49
S725854,U10302,C1168,2020-11-07,Tablet,72.0,
S786898,U11463,C1139,2022-08-31,Tablet,125.0,
S608541,U11024,C1101,2025-01-29,Desktop,39.0,
S985517,U11083,C1164,2022-07-31,Console,48.0,0.02
S768569,U10052,C1190,2022-10-03,Desktop,56.0,
S229715,U11183,C1084,2021-08-15,Tablet,87.0,
S794737,U10749,C1208,2024-11-07,Console,74.0,0.59
S409924,U11572,C1191,2022-03-31,Tablet,24.0,0.41
S741556,U11090,C1198,2023-06-05,Desktop,80.0,
S827912,U10825,C1223,2022-04-19,Console,51.0,
S357037,U11854,C1190,2023-08-22,TV,46.0,0.5
S662780,U10853,C1108,2024-12-17,Tablet,56.0,
S418453,U10228,C1075,2022-08-22,Tablet,62.0,0.5
S959353,U10787,C1107,2024-12-03,Console,55.0,0.59
S769095,U10392,C1084,2024-05-21,Desktop,33.0,0.54
S520003,U11138,C1026,2023-03-20,Desktop,28.0,0.31
S506978,U10184,C1118,2024-07-31,Desktop,62.0,0.23
S175421,U11332,C1005,2024-10-27,Desktop,26.0,0.35
S994374,U11998,C1019,2025-01-02,Desktop,28.0,0.23
S851573,U11125,C1219,2024-10-03,TV,,
S631484,U11005,C1200,2021-05-25,Tablet,58.0,
S708470,U11027,C1119,2022-04-05,Tablet,49.0,0.38
S451950,U11043,C1190,2024-07-29,Console,,0.15
S663115,U10105,C1106,2024-05-30,Console,77.0,0.11
S407351,U11986,C1083,2023-09-07,Desktop,23.0,0.06
S797181,U10235,C1107,2024-10-27,Tablet,34.0,0.21
S779224,U11694,C1145,2024-12-15,Desktop,32.0,
S771579,U10533,C1203,2021-12-23,Tablet,73.0,0.7
S363183,U11319,C1084,2024-12-19,TV,40.0,0.33
S535295,U10549,C1092,2023-03-18,Tablet,62.0,0.34
S994657,U11247,C1064,2023-10-19,Console,32.0,
S961942,U10004,C1107,2024-04-25,Console,35.0,0.25
S536175,U10892,C1062,2023-11-22,Console,57.0,
S716601,U10185,C1142,2025-01-16,Desktop,63.0,0.65
S453740,U10577,C1151,2023-03-25,Tablet,20.0,0.68
S825522,U10270,C1009,2025-01-21,TV,42.0,0.42
S121873,U11450,C1194,2022-09-04,Tablet,52.0,
S886874,U11617,C1083,2024-05-01,Console,34.0,
S766261,U10752,C1046,2024-04-01,desktop,64.0,0.04
S980201,U10210,C1160,2025-01-03,TV,62.0,0.56
S990455,U10901,C1222,2023-10-02,Console,71.0,0.26
S615913,U11715,C1163,2024-11-09,TV,51.0,
S348563,U11341,C1107,2023-09-03,Console,62.0,0.4
S956865,U10179,C1073,2024-06-02,Desktop,38.0,0.45
S378638,U11834,C1189,2023-03-17,Mobile,33.0,
S817660,U10529,C1014,2024-12-10,Desktop,108.0,0.6
S112223,U10449,C1061,2024-07-04,Console,10.0,0.15
S995688,U11352,C1003,2025-01-18,Mobile,33.0,0.27
S810090,U11095,C1028,2024-09-02,TV,37.0,0.27
S677269,U10570,C1196,2024-10-02,Mobile,37.0,
S881241,U11339,C1169,2023-02-09,Tablet,20.0,0.27
S789260,U10407,C1016,2024-07-29,Desktop,73.0,0.4
S612413,U11957,C1153,2021-07-20,Tablet,122.0,0.3
S675856,U11851,C1000,2025-01-27,desktop,44.0,
S884121,U10466,C1147,2023-12-30,Tablet,43.0,0.44
S809437,U10865,C1159,2024-01-28,TV,21.0,
S783044,U10756,C1213,2024-07-23,Tablet,123.0,0.44
S150242,U11666,C1150,2023-05-22,Console,72.0,
S385861,U11621,C1147,2024-05-31,Tablet,45.0,0.55
S797145,U10317,C1080,2023-03-20,TV,38.0,0.43
S191739,U11160,C1088,2023-06-13,TV,90.0,0.59
S617761,U10184,C1108,2022-12-01,Console,55.0,0.19
S872601,U10793,C1081,2022-06-19,Tablet,39.0,0.32
S358286,U11555,C1040,2023-05-19,Console,36.0,
S634454,U10965,C1087,2024-10-03,Tablet,85.0,
S523489,U10004,C1123,2023-05-02,Mobile,50.0,0.72
S134660,U11268,C1200,2025-01-15,Tablet,41.0,0.07
S599529,U11646,C1179,2022-02-18,Mobile,59.0,
S364311,U11904,C1166,2024-11-18,Mobile,50.0,0.36
S874598,U10190,C1045,2024-02-16,Console,56.0,0.73
S717469,U10822,C1104,2022-07-08,Mobile,98.0,0.56
S858133,U11348,C1219,2021-11-13,TV,61.0,0.41
S641400,U10959,C1027,2021-09-27,Console,27.0,0.58
S621601,U11127,C1041,2022-07-19,Console,128.0,0.47
S955422,U10777,C1160,2022-12-02,Desktop,64.0,0.34
S866925,U11008,C1025,2024-11-22,Console,66.0,
S292665,U10988,C1109,2020-04-18,Tablet,45.0,
S270385,U11976,C1002,2024-11-28,Console,38.0,0.92
S274435,U12023,C1102,2024-04-28,Tablet,49.0,0.6
S507474,U11697,C1220,2023-07-08,Desktop,45.0,0.45
S107222,U10985,C1222,2025-01-31,Desktop,60.0,0.59
S621324,U11552,C1161,2024-08-26,Tablet,41.0,0.36
S210468,U10658,C1131,2024-07-12,Tablet,40.0,0.21
S956080,U10260,C1133,2024-06-17,Mobile,32.0,
S731142,U10979,C1218,2022-11-12,Tablet,57.0,0.37
S713432,U11023,C1100,2024-09-03,Desktop,23.0,0.33
S711401,U10134,C1083,2021-12-26,Desktop,47.0,0.45
S345459,U11847,C1093,2024-12-21,Console,36.0,
S740365,U11809,C1025,2023-03-08,Tablet,50.0,
S187988,U10946,C1107,2021-02-28,Console,46.0,0.08
S891366,U10881,C1135,2021-03-27,Desktop,32.0,0.42
S905436,U10396,C1009,2023-02-25,TV,27.0,0.27
S396570,U11238,C1112,2024-04-05,Tablet,80.0,0.32
S442242,U11804,C1164,2024-02-12,Tablet,106.0,0.67
S853545,U10506,C1142,2024-10-31,Console,73.0,0.76
S446611,U10134,C1137,2022-03-09,Tablet,51.0,
S264445,U11844,C1193,2022-03-07,Mobile,97.0,0.44
S727647,U10131,C1126,2025-01-08,Console,78.0,
S367663,U10395,C1123,2024-09-25,Desktop,18.0,
S340735,U11767,C1097,2024-11-20,Desktop,62.0,0.23
S751736,U10782,C1061,2024-12-06,Desktop,31.0,
S998713,U10097,C1103,2024-06-28,Mobile,104.0,
S887020,U11988,C1161,2023-12-15,TV,26.0,0.63
S344304,U10690,C1092,2024-11-24,Mobile,38.0,
S241193,U10417,C1028,2022-07-09,Console,118.0,
S416583,U11621,C1176,2021-10-15,Desktop,,0.8
S177011,U10478,C1087,2024-08-23,Desktop,23.0,0.62
S859162,U11128,C1218,2023-06-01,Desktop,83.0,0.74
S485484,U11317,C1045,2022-11-26,Console,64.0,0.62
S226700,U11685,C1160,2022-06-10,Tablet,86.0,0.2
S667435,U10398,C1039,2025-01-18,TV,68.0,0.31
S696355,U11613,C1016,2023-07-25,Desktop,78.0,0.3
S508655,U11770,C1103,2024-04-30,TV,28.0,0.46
S743073,U11668,C1161,2024-05-09,Mobile,32.0,0.86
S267598,U10793,C1143,2023-06-23,Console,55.0,0.56
S634380,U11941,C1144,2025-01-24,Tablet,63.0,
S568044,U10420,C1100,2023-11-23,desktop,49.0,0.34
S704491,U10392,C1189,2024-05-29,Desktop,29.0,
S366409,U11087,C1199,2024-07-12,Desktop,29.0,0.22
S228249,U10686,C1123,2024-11-12,Console,34.0,0.49
S310146,U10912,C1026,2024-07-28,TV,66.0,0.91
S526583,U11778,C1200,2024-07-11,Console,16.0,
S821005,U10546,C1166,2024-07-17,Mobile,35.0,0.57
S369958,U11376,C1010,2024-02-28,Mobile,28.0,
S656866,U10490,C1062,2024-06-11,TV,31.0,0.36
S991357,U11473,C1202,2024-10-06,Desktop,19.0,0.6
S114882,U10851,C1017,2024-12-03,Console,58.0,0.25
S714945,U10245,C1194,2023-08-25,Mobile,34.0,
S227022,U10615,C1096,2023-05-18,Mobile,25.0,0.34
S250239,U12031,C1040,2022-04-05,Mobile,47.0,0.43
S314594,U10315,C1108,2024-06-07,TV,60.0,0.44
S641377,U11725,C1098,2023-10-26,Mobile,35.0,
S583581,U11411,C1171,2024-06-03,Tablet,34.0,
S644147,U11911,C1074,2024-09-18,Tablet,14.0,
S636114,U10840,C1046,2024-12-30,Console,37.0,0.37
S668780,U11574,C1057,2024-07-04,Mobile,51.0,0.43
S621392,U11957,C1172,2021-08-05,TV,14.0,0.14
S969480,U10977,C1044,2023-01-25,Desktop,115.0,
S901493,U11604,C1204,2024-10-07,Desktop,57.0,0.17
S652159,U10989,C1119,2024-11-18,TV,37.0,0.53
S913337,U11585,C1131,2024-06-24,TV,94.0,
S730695,U11110,C1157,2025-01-04,TV,47.0,
S225366,U11675,C1035,2024-06-30,Tablet,88.0,
S441179,U11917,C1057,2024-10-01,tablet,100.0,
S343664,U10924,C1220,2024-07-10,Tablet,28.0,
S332149,U10668,C1222,2023-07-05,Console,50.0,0.12
S563004,U11122,C1152,2024-09-04,Desktop,57.0,
S822588,U10687,C1060,2024-10-17,TV,52.0,0.43
S712871,U11008,C1068,2024-04-24,Mobile,32.0,0.72
S844901,U10082,C1097,2024-07-24,Desktop,66.0,
S440600,U10742,C1187,2023-02-01,Desktop,64.0,0.23
S796601,U11388,C1194,2024-09-05,TV,29.0,0.73
S218881,U10232,C1202,2021-12-13,Mobile,41.0,0.11
S822939,U11081,C1186,2023-09-08,Mobile,116.0,0.68
S394237,U10756,C1083,2025-01-23,Mobile,39.0,0.45
S130167,U11531,C1107,2024-12-30,Mobile,52.0,0.22
S902242,U10081,C1106,2024-08-19,Console,31.0,
S987692,U10674,C1207,2023-08-02,Console,90.0,
S141429,U10591,C1220,2023-06-23,Console,17.0,
S481942,U10130,C1042,2022-08-16,TV,43.0,
S494624,U11445,C1146,2023-05-31,Mobile,23.0,0.09
S530976,U11385,C1195,2024-04-14,Desktop,,0.08
S117372,U10916,C1104,2025-01-03,Mobile,58.0,0.46
S677437,U11477,C1095,2024-08-23,Mobile,88.0,0.25
S706764,U10465,C1058,2024-08-02,TV,36.0,0.66
S439040,U11728,C1037,2023-05-08,Console,147.0,0.63
S235641,U10307,C1208,2023-12-05,Desktop,33.0,
S344273,U10897,C1014,2023-05-27,Console,44.0,0.61
S142110,U11080,C1059,2024-12-15,Tablet,41.0,0.0
S323423,U10316,C1105,2020-10-17,Desktop,56.0,0.45
S293510,U10394,C1106,2022-08-05,Mobile,42.0,
S208482,U10675,C1165,2021-11-27,TV,28.0,0.5
S953267,U11514,C1210,2023-06-10,TV,110.0,
S338764,U10541,C1107,2024-09-13,Mobile,39.0,
S760467,U11041,C1028,2024-07-30,Console,,0.4
S605444,U10732,C1010,2024-01-14,Tablet,69.0,0.27
S155710,U10985,C1105,2025-01-26,Desktop,53.0,
S985777,U10050,C1216,2023-12-27,TV,17.0,
S441733,U11220,C1071,2025-01-30,Tablet,39.0,0.09
S860296,U10601,C1127,2024-11-20,Console,73.0,0.68
S624070,U10685,C1049,2025-01-10,Desktop,51.0,0.35
S525991,U11035,C1005,2022-07-04,TV,62.0,0.38
S928933,U10434,C1062,2024-10-03,Mobile,101.0,0.21
S395608,U10903,C1098,2022-08-08,TV,64.0,0.22
S856707,U11597,C1028,2024-11-17,TV,44.0,0.18
S766751,U11392,C1216,2025-01-07,tablet,118.0,
S290187,U11933,C1081,2024-08-26,TV,32.0,
S431440,U11111,C1143,2024-12-16,Tablet,47.0,0.25
S740100,U11207,C1045,2022-09-01,Mobile,62.0,0.1
S938513,U11597,C1123,2024-02-10,Desktop,40.0,
S405393,U11697,C1160,2024-06-12,TV,69.0,0.01
S648901,U10294,C1151,2024-09-29,Console,22.0,
S945011,U10694,C1093,2021-06-07,Tablet,64.0,0.26
S342821,U10469,C1070,2024-10-17,Desktop,29.0,0.59
S918995,U10348,C1001,2023-11-25,TV,49.0,
S573624,U10569,C1094,2021-06-02,console,41.0,0.69
S134046,U10073,C1027,2024-01-14,TV,91.0,
S374508,U11996,C1131,2024-02-28,TV,61.0,0.31
S577299,U11378,C1021,2024-12-14,Desktop,53.0,0.55
S103773,U12036,C1152,2022-10-26,Tablet,32.0,0.34
S758889,U11696,C1083,2024-02-25,Console,106.0,0.26
S981805,U11691,C1025,2021-10-24,Tablet,71.0,0.34
S215102,U10233,C1142,2023-11-25,Tablet,35.0,0.51
S296611,U11775,C1120,2024-03-02,Tablet,43.0,0.46
S881354,U12005,C1112,2024-07-04,Mobile,50.0,0.35
S936243,U11378,C1139,2025-01-29,Mobile,61.0,0.58
S453164,U11160,C1134,2024-02-18,Console,53.0,0.75
S128348,U10164,C1128,2021-08-09,Desktop,64.0,0.38
S517449,U10100,C1025,2024-08-19,Console,22.0,0.82
S356448,U11927,C1062,2023-05-12,Desktop,54.0,0.24
S518165,U10628,C1014,2024-11-19,Mobile,24.0,0.25
S748622,U10412,C1199,2023-12-04,Mobile,106.0,
S961729,U11473,C1086,2024-01-04,Desktop,28.0,0.65
S468732,U12024,C1004,2024-12-09,Tablet,22.0,
S356422,U10657,C1029,2024-07-17,Mobile,42.0,
S860878,U10859,C1022,2021-12-08,TV,32.0,0.36
S884354,U11117,C1201,2022-07-03,Console,31.0,0.08
S906045,U10843,C1049,2023-12-25,Tablet,29.0,0.46
S503667,U11804,C1037,2022-08-15,Mobile,38.0,0.85
S534429,U11510,C1025,2024-02-12,Console,140.0,
S666615,U11556,C1070,2022-01-10,Console,33.0,0.14
S954289,U10615,C1142,2023-12-11,Desktop,14.0,0.53
S197912,U11687,C1020,2023-12-06,Desktop,53.0,0.45
S806028,U11839,C1048,2024-12-08,TV,20.0,
S586963,U10964,C1082,2024-11-17,Mobile,63.0,0.64
S899681,U10609,C1120,2024-02-03,Desktop,66.0,
S626598,U11269,C1005,2023-03-24,Tablet,63.0,
S751294,U11725,C1064,2023-01-19,Console,72.0,0.2
S647054,U11356,C1029,2024-02-23,Mobile,70.0,0.36
S863282,U10462,C1093,2024-01-15,Tablet,13.0,0.82
S416008,U11889,C1110,2023-07-12,Console,40.0,0.3
S608735,U11238,C1016,2023-09-21,Tablet,27.0,
S479404,U11575,C1000,2024-05-09,Desktop,49.0,0.54
S785066,U11040,C1207,2021-07-31,Desktop,42.0,0.59
S275059,U10900,C1050,2023-02-16,Mobile,49.0,0.34
S562263,U11080,C1081,2024-10-08,Console,53.0,
S561664,U10901,C1178,2022-07-13,TV,42.0,0.35
S269640,U11097,C1110,2024-09-07,Desktop,65.0,0.56
S366956,U10307,C1076,2024-01-20,Tablet,67.0,
S697991,U11865,C1182,2022-12-28,Tablet,46.0,
S947205,U10659,C1146,2023-04-24,TV,30.0,0.28
S503299,U11391,C1094,2023-10-18,Console,27.0,0.04
S403943,U11409,C1052,2023-06-02,TV,69.0,0.56
S341276,U10638,C1183,2024-07-06,Tablet,135.0,
S547957,U11847,C1050,2024-12-18,Desktop,11.0,0.5
S269540,U11657,C1211,2024-03-24,TV,50.0,0.61
S721682,U11166,C1136,2024-09-21,Desktop,89.0,0.24
S944634,U10964,C1201,2024-11-02,Desktop,37.0,0.21
S902905,U11032,C1134,2023-08-03,Console,24.0,0.29
S502617,U10118,C1133,2020-03-17,Desktop,95.0,0.58
S503738,U10579,C1039,2024-03-11,Tablet,69.0,0.08
S184621,U10525,C1011,2021-11-29,Console,42.0,0.22
S108459,U10343,C1160,2024-11-13,Desktop,20.0,0.28
S413994,U11666,C1041,2023-06-22,Mobile,91.0,0.23
S744877,U11083,C1027,2021-05-03,Console,41.0,0.36
S166382,U11987,C1164,2023-05-30,Tablet,20.0,0.69
S622945,U11156,C1162,2023-04-26,Console,39.0,0.32
S840167,U11796,C1045,2024-03-09,Desktop,81.0,0.4
S841844,U12038,C1190,2023-11-06,Mobile,27.0,0.41
S670046,U11387,C1028,2024-11-12,Desktop,40.0,0.51
S946385,U10235,C1014,2024-06-13,Mobile,33.0,
S768570,U10328,C1185,2024-09-11,Mobile,,
S921721,U11495,C1089,2023-02-07,TV,30.0,
S670897,U11758,C1091,2024-12-03,Tablet,65.0,0.45
S153882,U10106,C1148,2021-11-21,Tablet,53.0,0.74
S312560,U10711,C1142,2024-06-08,Desktop,31.0,0.45
S747555,U11342,C1040,2024-07-07,Desktop,38.0,0.26
S754012,U11924,C1158,2024-11-27,Console,23.0,0.45
S912452,U10307,C1154,2024-11-09,Console,40.0,0.21
S137563,U11211,C1189,2024-09-04,Desktop,30.0,
S321583,U11775,C1017,2024-11-20,Mobile,47.0,0.42
S770219,U10942,C1093,2024-11-24,Console,48.0,0.74
S586873,U10111,C1162,2024-12-13,Mobile,64.0,0.45
S268259,U10175,C1149,2024-08-03,Console,89.0,0.16
S812779,U11000,C1062,2024-06-12,Mobile,88.0,0.78
S848064,U11039,C1092,2024-08-21,Tablet,23.0,
S933961,U11547,C1073,2022-12-02,Tablet,,0.55
S525888,U11394,C1000,2023-08-03,Mobile,15.0,0.66
S523183,U11254,C1027,2023-02-14,Tablet,20.0,0.27
S121898,U11476,C1079,2022-12-13,Tablet,35.0,0.08
S838203,U10700,C1070,2025-01-04,Mobile,30.0,0.5
S573438,U11377,C1022,2024-06-22,Mobile,42.0,0.4
S312411,U10090,C1038,2024-10-31,Console,31.0,0.48
S117085,U11719,C1027,2024-08-28,Desktop,84.0,0.28
S488029,U10657,C1127,2022-06-30,Desktop,56.0,0.26
S931025,U10332,C1027,2025-01-22,Mobile,78.0,
S921876,U12028,C1176,2023-11-20,Tablet,60.0,0.56
S961792,U11969,C1134,2021-06-27,Desktop,19.0,0.51
S265760,U11979,C1015,2024-06-04,TV,51.0,0.38
S438866,U10225,C1221,2022-02-22,Mobile,18.0,0.32
S908722,U11486,C1096,2021-09-21,Tablet,36.0,
S337736,U11144,C1128,2022-01-15,Tablet,82.0,0.2
S592430,U10777,C1089,2023-01-28,Tablet,64.0,0.56
S628182,U11475,C1060,2025-01-17,Tablet,31.0,0.86
S296896,U10844,C1120,2024-11-16,Desktop,28.0,
S657532,U10134,C1203,2021-10-04,Mobile,43.0,
S584365,U11699,C1108,2023-09-21,Tablet,45.0,0.39
S302326,U11047,C1055,2023-05-29,Tablet,51.0,0.69
S864059,U11956,C1107,2025-01-13,Desktop,36.0,0.49
S764374,U10514,C1079,2024-03-29,Console,29.0,0.35
S172239,U10674,C1085,2023-07-22,Console,26.0,0.75
S184656,U11861,C1169,2024-10-20,Desktop,112.0,
S333771,U10863,C1122,2024-12-10,Mobile,49.0,
S311769,U11721,C1034,2022-10-12,TV,106.0,0.44
S207885,U11267,C1108,2022-11-09,Tablet,25.0,0.49
S990467,U11563,C1063,2024-12-15,Mobile,38.0,
S416064,U11734,C1020,2023-07-31,TV,50.0,0.85
S960458,U10745,C1191,2023-12-29,Tablet,12.0,0.01
S331529,U11488,C1047,2023-12-06,Console,27.0,0.63
S861736,U11969,C1194,2023-04-08,desktop,57.0,
S216214,U11045,C1085,2023-06-06,Console,76.0,0.36
S152220,U10330,C1029,2025-01-24,Mobile,52.0,0.21
S800949,U10272,C1171,2022-11-26,Tablet,32.0,
S205270,U10087,C1217,2024-12-14,Tablet,61.0,0.44
S618545,U10647,C1154,2024-12-09,Desktop,29.0,0.67
S676943,U10839,C1040,2024-06-25,Desktop,34.0,0.52
S278828,U11736,C1178,2024-10-13,TV,17.0,0.27
S652717,U10197,C1042,2024-10-09,TV,30.0,
S719317,U10393,C1053,2023-02-23,Tablet,44.0,0.08
S529205,U11776,C1013,2023-04-11,Mobile,,0.5
S865782,U12013,C1028,2025-01-16,Mobile,30.0,0.51
S110148,U11576,C1085,2023-08-15,Desktop,68.0,
S201801,U10264,C1050,2024-10-06,Desktop,,0.33
S828725,U11865,C1028,2021-10-27,Desktop,44.0,0.03
S937534,U11147,C1002,2024-07-31,Desktop,24.0,0.71
S789159,U11884,C1017,2023-04-05,TV,42.0,
S632488,U10987,C1167,2021-04-25,Tablet,48.0,0.11
S468793,U11057,C1004,2024-12-31,Console,20.0,0.57
S594949,U11373,C1008,2024-05-14,Desktop,52.0,
S230220,U10197,C1011,2024-05-19,Console,73.0,
S383623,U11439,C1192,2024-06-19,Mobile,42.0,0.03
S480416,U11887,C1194,2024-03-02,Mobile,40.0,0.27
S887837,U10369,C1153,2022-07-21,Desktop,45.0,
S301178,U10516,C1046,2024-12-19,Tablet,88.0,0.34
S524668,U11944,C1089,2021-01-23,Desktop,149.0,0.16
S973906,U11407,C1049,2022-02-27,Console,19.0,0.09
S812178,U10649,C1115,2023-05-25,Mobile,26.0,
S546365,U10116,C1029,2023-09-11,Mobile,42.0,0.53
S124106,U12012,C1060,2024-09-03,Console,24.0,0.82
S688533,U10997,C1214,2025-01-02,Desktop,19.0,0.7
S772730,U10573,C1206,2023-07-11,Tablet,37.0,0.26
S169449,U11762,C1191,2024-10-24,Tablet,31.0,
S993885,U10794,C1198,2024-12-20,Mobile,79.0,
S843404,U11336,C1130,2024-08-10,TV,27.0,
S834942,U11188,C1185,2023-10-13,Desktop,34.0,
S571951,U11838,C1152,2021-09-08,Tablet,58.0,0.25
S373589,U11589,C1170,2022-09-29,Tablet,55.0,0.36
S803336,U11007,C1021,2023-07-27,Desktop,38.0,0.14
S541610,U11237,C1132,2023-05-21,Mobile,43.0,0.79
S964376,U11011,C1016,2021-01-06,Mobile,69.0,
S971708,U10648,C1046,2023-07-14,Tablet,25.0,
S274048,U11223,C1085,2024-05-08,Console,64.0,0.72
S988887,U10621,C1203,2023-12-25,Tablet,92.0,0.53
S779331,U10233,C1013,2024-08-01,Mobile,29.0,0.31
S145064,U10958,C1031,2022-09-01,Mobile,48.0,0.55
S100820,U10349,C1006,2021-12-27,Mobile,14.0,0.16
S626604,U11441,C1050,2024-08-02,Mobile,25.0,
S197029,U11342,C1197,2024-11-28,Desktop,93.0,0.2
S256727,U10436,C1155,2022-08-31,Tablet,33.0,0.62
S917921,U10758,C1057,2023-04-23,Console,46.0,0.37
S588798,U10445,C1212,2023-07-17,Tablet,55.0,
S163085,U11405,C1131,2024-06-01,Tablet,95.0,0.62
S575680,U10259,C1080,2024-01-08,Console,23.0,0.4
S317850,U10781,C1206,2024-06-27,TV,21.0,0.24
S916507,U10364,C1035,2021-12-09,Mobile,100.0,0.66
S433962,U11166,C1086,2024-07-07,Mobile,65.0,0.51
S216397,U11492,C1009,2024-08-26,Mobile,46.0,
S153830,U10916,C1150,2024-11-05,TV,53.0,
S531597,U11189,C1148,2024-05-02,Desktop,47.0,
S100075,U11896,C1068,2021-11-10,TV,38.0,0.33
S547220,U11475,C1158,2023-10-07,desktop,46.0,
S513136,U11909,C1125,2024-04-04,TV,28.0,0.34
S607860,U11992,C1041,2025-01-08,Console,103.0,0.85
S237846,U10197,C1059,2024-09-16,TV,24.0,0.18
S666574,U10624,C1176,2023-09-22,TV,56.0,
S275338,U11737,C1128,2023-11-19,Mobile,55.0,0.18
S472080,U11605,C1103,2024-06-19,Console,49.0,0.45
S476297,U10317,C1092,2024-07-27,TV,21.0,
S537174,U10493,C1111,2023-11-05,Tablet,43.0,
S790032,U10615,C1002,2024-04-09,Desktop,33.0,0.13
S169464,U11483,C1071,2024-12-26,Tablet,36.0,0.39
S439656,U10793,C1055,2022-06-21,Tablet,54.0,
S105378,U11790,C1073,2024-07-31,Tablet,43.0,
S326487,U10916,C1219,2024-08-02,console,29.0,0.11
S993750,U11312,C1218,2024-11-02,TV,54.0,0.67
S570946,U10036,C1135,2025-01-30,Tablet,46.0,
S538849,U11999,C1109,2024-06-04,Desktop,56.0,
S245773,U11916,C1064,2024-11-21,Mobile,30.0,
S694136,U10106,C1000,2024-02-27,Desktop,39.0,0.25
S204689,U10670,C1177,2024-12-20,Tablet,46.0,0.54
S816628,U10540,C1029,2024-08-05,Desktop,36.0,
S801241,U10104,C1126,2023-03-28,Console,32.0,0.34
S686539,U10471,C1098,2024-12-28,TV,25.0,0.34
S965630,U11935,C1063,2025-01-29,Desktop,30.0,0.58
S719690,U12008,C1002,2024-10-12,Mobile,29.0,
S496169,U10244,C1195,2024-12-18,Desktop,61.0,0.73
S375077,U11175,C1179,2023-04-06,Tablet,27.0,
S183356,U10823,C1198,2024-01-28,Mobile,33.0,0.26
S749829,U12040,C1138,2024-08-25,TV,71.0,0.36
S497908,U11412,C1188,2024-09-17,tv,84.0,0.38
S179622,U10746,C1102,2025-01-31,TV,60.0,0.57
S424312,U11405,C1077,2024-12-31,Tablet,35.0,
S950729,U10004,C1015,2024-04-05,Console,13.0,0.48
S353125,U10841,C1009,2021-10-29,Console,16.0,0.42
S529222,U11984,C1067,2023-03-04,Desktop,58.0,0.32
S608128,U10664,C1074,2024-10-02,Mobile,44.0,
S514995,U11331,C1120,2023-12-20,Tablet,47.0,0.23
S332511,U11524,C1101,2024-06-19,Console,68.0,0.26
S222149,U10143,C1072,2024-02-11,Desktop,81.0,0.47
S953011,U11073,C1174,2023-04-26,Desktop,107.0,
S839515,U11311,C1021,2021-07-04,TV,39.0,0.29
S682567,U11798,C1040,2025-01-01,TV,,0.13
S399466,U10947,C1204,2024-09-29,Mobile,,0.08
S129452,U11277,C1109,2024-03-05,Mobile,58.0,0.18
S779452,U11364,C1041,2020-06-29,Tablet,37.0,0.12
S451620,U10963,C1078,2024-02-25,Console,42.0,0.29
S479282,U10539,C1094,2024-05-07,Desktop,71.0,0.61
S402125,U10431,C1031,2024-06-08,Desktop,55.0,0.33
S971942,U12047,C1075,2024-01-19,Console,60.0,0.06
S493462,U11202,C1027,2022-12-05,Desktop,22.0,0.5
S299271,U11485,C1223,2024-04-07,TV,40.0,0.59
S293320,U10457,C1200,2025-01-15,Mobile,64.0,0.27
S157049,U10103,C1093,2024-08-28,TV,45.0,0.13
S541690,U11273,C1156,2024-07-14,Desktop,30.0,
S674002,U11991,C1006,2023-11-25,Console,81.0,
