session_id,user_id,date,device,duration,title_id
S001710,U00141,2025-09-12,pc,14.0,T0062
S001711,U00570,2022-07-21,tv,1.0,T0003
S001712,U00392,2022-10-26,tv,3.0,T0074
S001713,U00168,2021-11-07,phone,15.0,T0095
S001714,U00014,2025-01-05,phone,36.0,T0123
S001715,U00258,2025-08-21,phone,22.0,T0071
S001716,U00062,2023-06-17,phone,22.0,T0051
S001717,U00363,2024-10-12,pc,4.0,T0143
S001718,U00799,2023-01-27,tv,4.0,T0031
S001719,U00712,2021-11-11,tv,24.0,T0026
S001720,U00946,2021-10-03,,3.0,T0140
S001721,U00414,2025-07-21,tv,16.0,T0118
S001722,U00697,2021-02-27,tv,1.0,T0174
S001723,U00660,2023-08-09,pc,1.0,T0148
S001724,U00203,2021-03-14,tv,1.0,T0181
S001725,U00289,2022-05-26,tv,4.0,T0133
S001726,U00511,2024-01-11,tv,48.0,T0169
S001727,U00788,2025-08-16,tv,2.0,T0034
S001728,U00451,2025-02-23,phone,1.0,T0107
S001729,U00214,2024-12-28,phone,19.0,T0189
S001730,U00992,2023-01-28,phone,3.0,T0158
S001731,U00119,2024-05-04,tv,20.0,T0081
S001732,U00955,2022-02-08,tv,8.0,T0186
S001733,U00798,2024-01-30,phone,1.0,T0063
S001734,U00831,2023-09-15,phone,3.0,T0005
S001735,U00786,2022-12-21,tv,7.0,T0160
S001736,U00197,2023-02-18,phone,19.0,T0083
S001737,U00623,2022-10-27,phone,11.0,T0007
S001738,U00751,2023-08-22,tv,41.0,T0041
S001739,U00740,2024-10-25,phone,32.0,T0015
S001740,U00256,2022-10-28,tv,29.0,T0200
S001741,U00177,2024-08-24,pc,16.0,T0170
S001742,U00315,2024-05-11,tv,31.0,T0186
S001743,U00469,2022-02-04,tv,18.0,T0037
S001744,U00556,2024-04-06,pc,65.0,T0161
S001745,U00828,2025-02-02,,1.0,T0113
S001746,U00763,2021-06-29,tv,27.0,T0060
S001747,U00668,2023-12-02,pc,1.0,T0134
S001748,U00248,2025-03-03,tv,2.0,T0191
S001749,U00469,2022-01-01,tv,33.0,T0093
S001750,U00325,2024-03-30,tv,13.0,T0006
S001751,U00220,2022-05-05,phone,34.0,T0169
S001752,U00012,2022-06-24,pc,43.0,T0038
S001753,U00327,2022-08-13,pc,34.0,T0037
S001754,U00243,2024-11-20,pc,41.0,T0124
S001755,U00553,2022-02-06,phone,20.0,T0160
S001756,U00062,2023-06-18,phone,3.0,T0159
S001757,U00254,2023-06-18,tv,4.0,T0174
S001758,U00043,2024-09-11,tv,21.0,T0177
S001759,U00636,2022-02-21,tv,4.0,T0026
S001760,U00551,2024-07-16,tv,7.0,T0061
S001761,U00326,2022-06-17,tv,8.0,T0145
S001762,U00151,2022-10-11,phone,3.0,T0079
S001763,U00958,2020-10-02,pc,1.0,T0144
S001764,U00571,2022-11-05,phone,23.0,T0091
S001765,U00671,2024-01-30,phone,90.0,T0091
S001766,U00514,2024-04-18,phone,15.0,T0006
S001767,U00798,2025-04-14,tv,38.0,T0122
S001768,U00886,2024-07-18,phone,22.0,T0173
S001769,U00370,2023-10-19,tv,57.0,T0164
S001770,U00684,2021-05-16,phone,103.0,T0068
S001771,U00214,2024-04-20,tv,5.0,T0136
S001772,U00646,2022-04-26,tv,9.0,T0040
S001773,U00385,2024-06-03,phone,3.0,T0127
S001774,U00006,2021-04-08,phone,15.0,T0082
S001775,U00955,2021-10-30,tv,21.0,T0186
S001776,U00857,2025-02-06,tv,7.0,T0143
S001777,U00273,2024-08-21,phone,23.0,T0015
S001778,U00998,2023-12-10,tv,4.0,T0175
S001779,U00302,2022-12-09,tv,35.0,T0145
S001780,U00448,2022-07-09,phone,34.0,T0044
S001781,U00842,2024-02-11,phone,27.0,T0057
S001782,U00290,2024-09-24,tv,18.0,T0035
S001783,U00439,2025-04-24,tv,9.0,T0063
S001784,U00660,2024-05-09,tv,2.0,T0189
S001785,U00133,2024-12-02,phone,1.0,T0181
S001786,U00410,2020-11-22,pc,4.0,T0111
S001787,U00295,2023-01-29,tv,6.0,T0073
S001788,U00669,2022-05-14,pc,4.0,T0074
S001789,U00137,2023-11-13,phone,66.0,T0192
S001790,U00217,2021-03-13,tv,26.0,T0040
S001791,U00700,2024-03-06,,8.0,T0152
S001792,U00156,2024-10-30,tv,4.0,T0200
S001793,U00410,2020-10-07,tv,53.0,T0172
S001794,U00701,2023-06-20,phone,1.0,T0144
S001795,U00759,2023-10-03,tv,27.0,T0180
S001796,U00101,2025-02-21,tv,4.0,T0044
S001797,U00842,2025-10-09,phone,21.0,T0197
S001798,U00717,2022-07-14,phone,12.0,T0019
S001799,U00327,2021-11-22,phone,11.0,T0003
S001800,U00756,2023-07-18,tv,11.0,T0040
S001801,U00723,2025-01-03,pc,14.0,T0122
S001802,U00590,2024-03-15,phone,9.0,T0050
S001803,U00541,2020-07-09,pc,25.0,T0127
S001804,U00730,2024-06-29,phone,19.0,T0023
S001805,U00999,2025-10-25,pc,28.0,T0140
S001806,U00563,2024-03-22,tv,5.0,T0046
S001807,U00798,2023-10-04,phone,5.0,T0105
S001808,U00739,2024-11-16,phone,1.0,T0024
S001809,U00846,2023-08-25,phone,12.0,T0195
S001810,U00953,2025-01-02,tv,31.0,T0076
S001811,U00183,2025-05-21,phone,1.0,T0121
S001812,U00164,2023-01-31,tv,104.0,T0098
S001813,U00574,2024-07-18,tv,1.0,T0120
S001814,U00438,2024-07-20,pc,13.0,T0092
S001815,U00552,2023-05-22,pc,18.0,T0015
S001816,U00790,2022-06-15,phone,50.0,T0166
S001817,U00929,2025-01-11,pc,28.0,T0129
S001818,U00406,2021-05-11,phone,38.0,T0051
S001819,U00709,2021-04-28,tv,5.0,T0017
S001820,U00186,2025-08-28,phone,1.0,T0178
S001821,U00516,2023-03-08,phone,4.0,T0067
S001822,U00021,2025-02-25,tv,6.0,T0182
S001823,U00491,2021-06-04,tv,26.0,T0154
S001824,U00526,2022-12-16,pc,2.0,T0192
S001825,U00730,2024-08-13,tv,3.0,T0132
S001826,U00643,2022-12-02,tv,42.0,T0037
S001827,U00345,2023-12-20,tv,1.0,T0008
S001828,U00006,2021-07-30,tv,12.0,T0050
S001829,U00119,2024-11-04,tv,45.0,T0088
S001830,U00973,2022-10-03,tv,7.0,T0125
S001831,U00921,2023-11-05,tv,3.0,T0180
S001832,U00310,2025-04-01,pc,14.0,T0029
S001833,U00246,2024-07-17,tv,138.0,T0127
S001834,U00426,2024-01-04,tv,9.0,T0018
S001835,U00684,2021-04-23,tv,20.0,T0097
S001836,U00344,2020-12-21,tv,2.0,T0015
S001837,U00069,2023-12-15,tv,60.0,T0075
S001838,U00389,2024-05-29,tv,70.0,T0122
S001839,U00247,2025-02-24,phone,6.0,T0148
S001840,U00310,2024-06-10,pc,2.0,T0161
S001841,U00162,2023-03-28,tv,5.0,T0105
S001842,U00652,2024-08-28,tv,50.0,T0052
S001843,U00507,2021-08-17,tv,32.0,T0183
S001844,U00255,2024-02-21,tv,10.0,T0187
S001845,U00537,2023-10-26,phone,3.0,T0194
S001846,U00479,2023-09-22,pc,2.0,T0159
S001847,U00788,2024-09-25,tv,1.0,T0156
S001848,U00955,2021-10-25,tv,16.0,T0016
S001849,U00133,2024-11-08,,5.0,T0115
S001850,U00871,2022-11-26,tv,44.0,T0082
S001851,U00695,2021-11-14,tv,32.0,T0052
S001852,U00687,2023-04-05,tv,6.0,T0014
S001853,U00359,2021-11-14,tv,5.0,T0043
S001854,U00333,2024-06-07,tv,2.0,T0184
S001855,U00006,2021-10-11,tv,14.0,T0182
S001856,U00977,2024-04-12,phone,3.0,T0149
S001857,U00594,2022-12-19,pc,17.0,T0021
S001858,U00389,2025-02-13,tv,8.0,T0138
S001859,U00525,2024-08-04,tv,10.0,T0026
S001860,U00040,2020-11-14,phone,30.0,T0137
S001861,U00171,2025-05-13,phone,18.0,T0007
S001862,U00613,2025-06-04,phone,7.0,T0058
S001863,U00495,2024-05-02,tv,1.0,T0025
S001864,U00778,2025-03-23,pc,73.0,T0187
S001865,U00652,2024-04-14,phone,21.0,T0114
S001866,U00590,2025-10-20,pc,13.0,T0185
S001867,U00803,2024-12-26,phone,57.0,T0005
S001868,U00069,2024-10-25,phone,1.0,T0148
S001869,U00685,2024-06-12,tv,4.0,T0096
S001870,U00703,2022-12-16,phone,8.0,
S001871,U00259,2025-05-22,tv,8.0,T0175
S001872,U00185,2022-05-09,tv,12.0,T0010
S001873,U00200,2024-11-21,tv,10.0,T0189
S001874,U00186,2025-10-17,phone,5.0,T0006
S001875,U00503,2023-06-02,tv,4.0,T0073
S001876,U00137,2024-01-04,phone,64.0,T0028
S001877,U00653,2023-08-02,phone,1.0,T0105
S001878,U00110,2024-11-12,tv,6.0,T0120
S001879,U00029,2023-08-30,phone,28.0,T0129
S001880,U00303,2025-08-19,pc,4.0,T0160
S001881,U00183,2021-07-15,phone,6.0,T0151
S001882,U00986,2021-10-11,pc,4.0,T0190
S001883,U00288,2024-06-27,tv,12.0,T0090
S001884,U00207,2022-01-20,tv,7.0,T0036
S001885,U00186,2025-07-05,phone,14.0,T0032
S001886,U00358,2023-10-26,tv,9.0,T0056
S001887,U00594,2022-10-20,pc,8.0,T0121
S001888,U00775,2025-06-21,tv,11.0,T0011
S001889,U00351,2024-07-19,phone,2.0,T0191
S001890,U00615,2025-05-04,phone,19.0,T0198
S001891,U00472,2024-07-25,tv,4.0,T0033
S001892,U00839,2020-10-25,tv,27.0,T0157
S001893,U00551,2024-05-03,tv,5.0,T0120
S001894,U00273,2024-08-16,tv,5.0,T0097
S001895,U00694,2024-11-11,pc,28.0,T0147
S001896,U00810,2025-05-17,pc,5.0,T0116
S001897,U00454,2025-01-31,tv,2.0,T0065
S001898,U00985,2024-12-25,phone,7.0,T0113
S001899,U00866,2023-12-29,phone,100.0,T0028
S001900,U00186,2025-05-05,tv,3.0,T0051
S001901,U00778,2024-06-12,,19.0,T0195
S001902,U00590,2025-09-29,pc,18.0,T0038
S001903,U00517,2025-01-03,tv,33.0,T0120
S001904,U00495,2024-10-12,pc,7.0,T0060
S001905,U00845,2023-07-27,tv,3.0,T0093
S001906,U00600,2022-07-31,tv,7.0,T0050
S001907,U00520,2021-12-28,pc,19.0,T0114
S001908,U00047,2024-03-02,tv,4.0,T0112
S001909,U00437,2024-09-04,pc,103.0,T0124
S001910,U00901,2024-10-14,tv,9.0,T0062
S001911,U00700,2023-12-18,tv,20.0,T0116
S001912,U00049,2024-02-22,tv,5.0,T0146
S001913,U00871,2025-02-02,phone,5.0,T0144
S001914,U00816,2024-12-19,tv,6.0,T0114
S001915,U00528,2023-01-29,phone,40.0,T0060
S001916,U00022,2025-07-25,pc,30.0,T0107
S001917,U00548,2024-06-24,tv,9.0,T0108
S001918,U00054,2022-08-25,phone,1.0,T0191
S001919,U00306,2024-09-17,phone,19.0,T0076
S001920,U00618,2023-08-28,pc,2.0,T0065
S001921,U00911,2020-10-02,phone,17.0,T0150
S001922,U00345,2024-04-04,tv,4.0,T0128
S001923,U00852,2024-11-30,tv,17.0,T0086
S001924,U00915,2025-04-18,tv,3.0,T0001
S001925,U00020,2023-09-29,pc,25.0,T0141
S001926,U00224,2022-12-19,pc,35.0,T0148
S001927,U00698,2023-10-15,tv,14.0,T0187
S001928,U00751,2021-09-27,phone,8.0,T0101
S001929,U00380,2022-11-24,pc,1.0,T0104
S001930,U00651,2022-01-09,phone,17.0,T0042
S001931,U00601,2021-08-18,tv,7.0,T0092
S001932,U00735,2024-07-19,tv,21.0,T0001
S001933,U00711,2023-09-23,phone,6.0,T0101
S001934,U00091,2023-07-11,phone,1.0,T0142
S001935,U00158,2025-07-11,phone,8.0,T0158
S001936,U00134,2020-09-04,,12.0,T0133
S001937,U00930,2022-12-24,phone,8.0,T0162
S001938,U00911,2021-12-20,tv,31.0,T0134
S001939,U00789,2024-05-01,pc,1.0,T0156
S001940,U00119,2021-06-26,pc,34.0,T0088
S001941,U00557,2024-05-27,tv,8.0,T0121
S001942,U00181,2024-09-26,tv,18.0,T0128
S001943,U00354,2025-01-25,,7.0,T0115
S001944,U00251,2025-05-24,phone,1.0,T0115
S001945,U00819,2024-07-17,pc,3.0,T0157
S001946,U00145,2023-10-25,tv,25.0,T0048
S001947,U00639,2022-02-16,tv,3.0,T0064
S001948,U00981,2025-10-16,phone,1.0,T0104
S001949,U00681,2020-12-30,phone,10.0,T0130
S001950,U00081,2024-02-09,tv,1.0,T0103
S001951,U00901,2024-10-15,pc,2.0,T0040
S001952,U00637,2023-08-26,tv,20.0,T0165
S001953,U00446,2023-06-05,phone,4.0,T0110
S001954,U00654,2025-04-25,pc,9.0,T0087
S001955,U00866,2025-08-22,tv,6.0,T0176
S001956,U00466,2024-09-11,tv,36.0,T0088
S001957,U00514,2022-03-17,tv,49.0,T0033
S001958,U00441,2022-07-04,pc,4.0,T0197
S001959,U00075,2025-04-03,pc,91.0,T0077
S001960,U00778,2024-07-01,tv,3.0,T0179
S001961,U00128,2023-02-28,pc,11.0,T0104
S001962,U00381,2025-07-24,tv,42.0,T0049
S001963,U00374,2022-09-08,phone,87.0,T0076
S001964,U00264,2024-05-28,tv,1.0,T0183
S001965,U00389,2024-08-30,phone,27.0,T0189
S001966,U00609,2025-05-15,pc,2.0,T0028
S001967,U00296,2025-03-19,tv,1.0,T0198
S001968,U00170,2025-04-17,tv,36.0,T0171
S001969,U00858,2023-11-09,phone,7.0,T0130
S001970,U00970,2022-10-10,pc,64.0,T0037
S001971,U00448,2022-08-14,pc,19.0,T0118
S001972,U00312,2024-06-12,tv,56.0,T0086
S001973,U00046,2023-12-29,pc,1.0,T0025
S001974,U00037,2022-08-30,tv,20.0,T0197
S001975,U00380,2022-05-09,phone,8.0,T0121
S001976,U00928,2022-06-20,phone,13.0,T0020
S001977,U00726,2025-02-05,pc,53.0,T0069
S001978,U00338,2024-08-08,tv,3.0,T0168
S001979,U00967,2022-01-01,phone,13.0,T0089
S001980,U00417,2024-09-03,tv,120.0,T0099
S001981,U00260,2020-09-11,phone,1.0,T0029
S001982,U00413,2022-07-18,tv,40.0,T0023
S001983,U00198,2024-01-08,pc,29.0,T0196
S001984,U00874,2022-06-02,tv,13.0,T0191
S001985,U00349,2023-07-28,phone,7.0,T0020
S001986,U00651,2022-01-11,tv,1.0,T0110
S001987,U00377,2021-05-09,tv,8.0,T0137
S001988,U00894,2024-09-12,tv,120.0,T0177
S001989,U00637,2025-06-13,phone,32.0,T0112
S001990,U00477,2022-04-28,tv,5.0,T0174
S001991,U00133,2024-08-08,pc,7.0,T0025
S001992,U00894,2024-08-18,pc,37.0,T0003
S001993,U00529,2023-07-01,tv,8.0,T0093
S001994,U00269,2023-09-10,tv,1.0,T0053
S001995,U00865,2022-01-23,phone,1.0,T0152
S001996,U00054,2023-02-25,phone,106.0,T0068
S001997,U00299,2025-01-22,pc,13.0,T0082
S001998,U00519,2022-03-11,pc,48.0,T0107
S001999,U00327,2020-07-26,phone,33.0,T0193
S002000,U00466,2024-09-20,phone,14.0,T0015
S002001,U00249,2024-10-21,tv,15.0,T0111
S002002,U00132,2022-05-12,tv,5.0,T0078
S002003,U00037,2023-09-06,tv,3.0,T0008
S002004,U00157,2023-11-03,pc,8.0,T0163
S002005,U00952,2024-01-29,pc,19.0,T0183
S002006,U00559,2022-05-02,phone,52.0,T0035
S002007,U00478,2021-05-02,tv,4.0,T0152
S002008,U00372,2024-06-05,phone,51.0,T0141
S002009,U00697,2020-09-08,phone,4.0,T0142
S002010,U00142,2023-02-07,pc,43.0,T0093
S002011,U00260,2022-12-12,phone,33.0,T0065
S002012,U00650,2020-05-26,pc,5.0,T0015
S002013,U00469,2022-01-07,pc,6.0,T0007
S002014,U00764,2023-08-05,phone,1.0,T0036
S002015,U00887,2024-12-04,tv,3.0,T0106
S002016,U00813,2022-06-05,phone,27.0,T0029
S002017,U00178,2022-11-19,tv,29.0,T0138
S002018,U00099,2022-09-28,pc,13.0,T0124
S002019,U00168,2022-02-21,phone,20.0,T0069
S002020,U00776,2021-02-12,phone,24.0,T0018
S002021,U00911,2024-09-05,tv,6.0,T0104
S002022,U00925,2024-12-22,tv,6.0,T0165
S002023,U00282,2024-12-29,phone,19.0,T0079
S002024,U00832,2023-10-20,pc,10.0,T0162
S002025,U00519,2022-06-03,tv,2.0,T0058
S002026,U00813,2024-02-01,tv,1.0,T0017
S002027,U00531,2024-02-18,tv,11.0,T0130
S002028,U00148,2025-02-03,phone,4.0,T0178
S002029,U00081,2024-05-13,tv,38.0,T0177
S002030,U00957,2025-09-02,phone,10.0,T0192
S002031,U00413,2023-03-28,tv,9.0,T0022
S002032,U00338,2024-02-13,tv,70.0,T0009
S002033,U00344,2021-01-25,pc,17.0,T0114
S002034,U00364,2025-06-17,phone,7.0,T0191
S002035,U00944,2023-04-25,pc,11.0,T0200
S002036,U00063,2021-05-04,phone,1.0,T0056
S002037,U00121,2024-05-25,phone,9.0,T0076
S002038,U00781,2025-07-01,tv,8.0,T0133
S002039,U00532,2021-09-22,tv,1.0,T0183
S002040,U00130,2024-06-09,phone,73.0,T0035
S002041,U00034,2025-01-25,tv,1.0,T0196
S002042,U00211,2022-10-14,phone,10.0,T0164
S002043,U00247,2025-03-29,phone,12.0,T0014
S002044,U00015,2023-07-08,tv,46.0,T0169
S002045,U00201,2025-08-23,tv,43.0,T0129
S002046,U00734,2022-06-25,phone,20.0,T0196
S002047,U00846,2025-06-02,tv,28.0,T0042
S002048,U00889,2025-08-28,,35.0,T0199
S002049,U00378,2023-11-15,tv,11.0,T0010
S002050,U00303,2024-04-18,tv,7.0,T0016
S002051,U00999,2023-06-20,phone,24.0,T0090
S002052,U00763,2020-12-02,tv,15.0,T0132
S002053,U00519,2022-03-16,phone,1.0,T0034
S002054,U00241,2022-06-30,phone,1.0,T0055
S002055,U00306,2024-11-14,phone,2.0,T0078
S002056,U00495,2024-03-04,tv,1.0,T0026
S002057,U00525,2024-07-20,tv,11.0,T0036
S002058,U00015,2024-05-13,tv,5.0,T0030
S002059,U00960,2021-11-14,phone,7.0,T0191
S002060,U00559,2023-10-07,tv,1.0,T0188
S002061,U00575,2023-12-07,tv,17.0,T0126
S002062,U00198,2023-12-13,tv,24.0,T0137
S002063,U00759,2023-05-25,phone,25.0,T0028
S002064,U00731,2024-08-22,phone,25.0,T0011
S002065,U00101,2025-08-28,tv,28.0,T0076
S002066,U00583,2023-12-05,tv,20.0,T0197
S002067,U00652,2025-01-25,tv,1.0,T0096
S002068,U00828,2022-12-01,pc,15.0,T0162
S002069,U00193,2024-11-09,tv,6.0,T0074
S002070,U00865,2024-03-03,phone,46.0,T0062
S002071,U00450,2022-01-05,tv,1.0,T0163
S002072,U00101,2024-12-05,pc,42.0,T0095
S002073,U00112,2025-03-30,tv,8.0,T0147
S002074,U00186,2025-10-27,tv,1.0,T0146
S002075,U00267,2024-12-24,phone,10.0,T0146
S002076,U00485,2020-09-23,phone,12.0,T0136
S002077,U00743,2023-12-20,pc,3.0,T0162
S002078,U00181,2024-12-03,phone,98.0,T0093
S002079,U00990,2023-03-25,phone,1.0,T0061
S002080,U00161,2021-08-23,tv,13.0,T0103
S002081,U00590,2023-03-13,tv,21.0,T0065
S002082,U00927,2024-12-25,tv,64.0,T0009
S002083,U00824,2024-09-11,phone,4.0,T0073
S002084,U00641,2023-02-26,pc,18.0,T0101
S002085,U00703,2022-10-23,tv,4.0,T0105
S002086,U00135,2025-02-05,tv,1.0,T0069
S002087,U00010,2024-11-04,tv,34.0,T0146
S002088,U00424,2022-09-04,pc,1.0,T0058
S002089,U00097,2022-05-04,phone,1.0,T0130
S002090,U00345,2025-10-04,phone,1.0,T0054
S002091,U00210,2022-08-16,phone,6.0,T0198
S002092,U00914,2024-07-14,pc,6.0,T0130
S002093,U00866,2023-02-15,pc,26.0,T0112
S002094,U00809,2023-04-10,tv,1.0,T0086
S002095,U00702,2022-04-02,tv,6.0,T0152
S002096,U00154,2023-04-24,phone,19.0,T0086
S002097,U00047,2024-03-15,tv,39.0,T0161
S002098,U00648,2025-04-03,phone,1.0,T0032
S002099,U00637,2024-03-21,phone,12.0,T0165
S002100,U00355,2023-12-07,phone,4.0,T0193
S002101,U00462,2024-03-04,pc,1.0,T0049
S002102,U00478,2021-05-04,tv,16.0,T0045
S002103,U00224,2023-12-08,tv,3.0,T0191
S002104,U00299,2025-01-11,phone,34.0,T0082
S002105,U00407,2025-01-22,pc,2.0,T0140
S002106,U00592,2022-04-27,pc,26.0,T0039
S002107,U00955,2022-01-30,tv,25.0,T0086
S002108,U00521,2024-08-25,tv,62.0,T0141
S002109,U00726,2025-05-15,pc,3.0,T0179
S002110,U00798,2022-12-27,,42.0,T0088
S002111,U00118,2024-02-09,pc,11.0,T0016
S002112,U00647,2024-04-11,tv,1.0,T0083
S002113,U00472,2024-09-15,pc,19.0,T0129
S002114,U00554,2022-11-12,pc,31.0,T0176
S002115,U00038,2022-12-19,tv,1.0,T0167
S002116,U00900,2023-10-27,tv,4.0,T0152
S002117,U00952,2025-03-27,phone,11.0,T0034
S002118,U00004,2024-10-18,phone,5.0,T0104
S002119,U00199,2023-04-04,pc,2.0,T0116
S002120,U00176,2022-05-23,,79.0,T0094
S002121,U00773,2024-10-07,tv,1.0,T0185
S002122,U00588,2022-11-19,phone,36.0,T0192
S002123,U00174,2023-06-07,tv,1.0,T0043
S002124,U00802,2025-10-30,phone,12.0,T0192
S002125,U00340,2020-11-12,pc,5.0,T0170
S002126,U00449,2023-08-19,tv,67.0,T0141
S002127,U00375,2025-10-22,phone,39.0,T0077
S002128,U00501,2024-08-02,pc,3.0,T0153
S002129,U00470,2024-04-12,phone,11.0,T0118
S002130,U00259,2025-10-02,tv,9.0,T0180
S002131,U00412,2025-07-09,pc,6.0,T0143
S002132,U00902,2025-10-29,pc,30.0,T0193
S002133,U00490,2022-07-02,tv,14.0,T0084
S002134,U00914,2023-03-12,pc,2.0,T0017
S002135,U00534,2022-08-18,tv,3.0,T0099
S002136,U00763,2021-11-14,tv,7.0,T0200
S002137,U00278,2024-03-01,phone,11.0,T0132
S002138,U00781,2025-05-07,phone,40.0,T0141
S002139,U00249,2025-01-08,tv,37.0,T0126
S002140,U00019,2024-07-03,tv,19.0,T0119
S002141,U00159,2022-05-13,tv,1.0,T0013
S002142,U00021,2024-07-21,tv,21.0,T0083
S002143,U00946,2023-01-30,pc,3.0,T0018
S002144,U01000,2022-04-19,phone,3.0,T0068
S002145,U00756,2020-03-20,phone,1.0,T0144
S002146,U00112,2025-05-10,phone,36.0,T0161
S002147,U00890,2023-06-07,pc,9.0,T0045
S002148,U00739,2024-09-24,pc,14.0,T0131
S002149,U00321,2025-02-24,tv,9.0,T0046
S002150,U00489,2024-03-07,tv,64.0,T0041
S002151,U00656,2021-11-16,tv,54.0,T0192
S002152,U00025,2024-01-01,pc,1.0,T0122
S002153,U00489,2023-07-13,phone,15.0,T0040
S002154,U00727,2024-12-20,pc,22.0,T0029
S002155,U00181,2024-03-09,phone,12.0,T0010
S002156,U00432,2023-05-01,tv,1.0,T0100
S002157,U00514,2024-07-21,phone,12.0,T0021
S002158,U00730,2025-06-19,phone,13.0,T0117
S002159,U00964,2025-08-23,tv,16.0,T0087
S002160,U00841,2023-08-04,tv,10.0,T0128
S002161,U00613,2024-10-24,phone,9.0,T0042
S002162,U00569,2025-01-24,tv,1.0,T0030
S002163,U00592,2022-01-22,phone,5.0,T0021
S002164,U00526,2022-03-05,phone,-4.0,T0020
S002165,U00058,2021-08-15,phone,16.0,T0015
S002166,U00690,2024-04-17,tv,16.0,T0052
S002167,U00704,2022-01-05,phone,15.0,T0161
S002168,U00495,2024-11-27,tv,11.0,T0122
S002169,U00859,2025-07-28,pc,84.0,T0051
S002170,U00665,2022-11-08,tv,16.0,T0187
S002171,U00349,2025-03-28,phone,15.0,T0153
S002172,U00019,2024-07-01,phone,19.0,T0156
S002173,U00058,2025-02-14,pc,5.0,T0180
S002174,U00338,2024-01-06,tv,2.0,T0150
S002175,U00451,2025-09-09,tv,11.0,T0192
S002176,U00165,2024-12-30,pc,3.0,T0067
S002177,U00182,2023-03-07,phone,5.0,T0172
S002178,U00214,2024-07-29,pc,92.0,T0023
S002179,U00772,2022-02-20,phone,7.0,T0061
S002180,U00765,2023-09-08,pc,3.0,T0179
S002181,U00370,2022-01-14,phone,15.0,T0027
S002182,U00170,2025-10-18,tv,1.0,T0101
S002183,U00114,2025-05-30,pc,10.0,T0069
S002184,U00094,2025-02-02,tv,3.0,T0021
S002185,U00379,2025-01-19,tv,27.0,T0048
S002186,U00044,2025-05-03,tv,21.0,T0107
S002187,U00323,2021-08-13,phone,101.0,T0127
S002188,U00962,2025-05-08,phone,16.0,T0136
S002189,U00493,2024-10-12,pc,45.0,T0027
S002190,U00813,2022-08-30,tv,2.0,T0064
S002191,U00131,2024-08-09,phone,7.0,T0021
S002192,U00253,2025-10-24,phone,7.0,T0002
S002193,U00946,2021-09-30,tv,1.0,T0079
S002194,U00371,2020-10-08,tv,1.0,T0125
S002195,U00642,2024-01-26,tv,34.0,T0075
S002196,U00976,2024-11-17,tv,24.0,T0009
S002197,U00534,2021-04-15,phone,11.0,T0044
S002198,U00291,2023-09-11,tv,17.0,T0087
S002199,U00514,2025-09-11,tv,59.0,T0072
S002200,U00054,2022-09-05,phone,1.0,T0165
S002201,U00116,2025-07-11,phone,1.0,T0120
S002202,U00007,2024-06-29,tv,4.0,T0200
S002203,U00871,2024-03-24,tv,9.0,T0036
S002204,U00664,2024-12-18,phone,26.0,T0075
S002205,U00282,2025-02-21,phone,9.0,T0018
S002206,U00206,2023-05-10,phone,8.0,T0005
S002207,U00675,2022-05-11,phone,1.0,T0185
S002208,U00916,2025-05-23,tv,31.0,T0099
S002209,U00282,2024-12-04,tv,28.0,T0132
S002210,U00307,2023-06-03,tv,7.0,T0056
S002211,U00846,2022-06-04,phone,16.0,T0011
S002212,U00882,2024-04-08,pc,3.0,T0179
S002213,U00911,2023-12-19,tv,10.0,T0132
S002214,U00276,2023-09-15,phone,27.0,T0143
S002215,U00122,2025-10-08,phone,4.0,T0107
S002216,U00428,2023-10-24,pc,3.0,T0081
S002217,U00279,2024-07-04,tv,9.0,T0085
S002218,U00871,2025-07-29,tv,1.0,T0153
S002219,U00036,2022-09-26,,4.0,T0046
S002220,U00624,2021-06-02,phone,23.0,T0069
S002221,U00900,2023-04-18,pc,1.0,T0062
S002222,U00976,2024-07-06,tv,2.0,T0105
S002223,U00643,2022-06-13,tv,17.0,T0194
S002224,U00947,2022-10-04,tv,14.0,T0185
S002225,U00078,2025-04-10,tv,34.0,T0109
S002226,U00347,2025-05-10,pc,27.0,T0041
S002227,U00010,2024-10-16,phone,4.0,T0189
S002228,U00977,2025-02-25,tv,1.0,T0063
S002229,U00896,2024-10-21,tv,19.0,T0072
S002230,U00029,2023-10-26,tv,1.0,T0178
S002231,U00019,2024-06-30,phone,10.0,T0053
S002232,U00352,2021-10-13,tv,7.0,T0093
S002233,U00246,2023-05-20,tv,32.0,T0184
S002234,U00840,2023-05-02,tv,1.0,T0064
S002235,U00159,2022-04-03,tv,1.0,T0125
S002236,U00781,2025-08-13,tv,7.0,T0008
S002237,U00537,2024-06-02,phone,1.0,T0200
S002238,U00363,2024-06-26,tv,12.0,T0084
S002239,U00148,2025-01-12,phone,9.0,T0135
S002240,U00998,2024-10-27,pc,1.0,T0101
S002241,U00609,2024-11-11,phone,17.0,T0087
S002242,U00428,2023-03-31,pc,20.0,T0082
S002243,U00356,2021-06-27,phone,10.0,T0004
S002244,U00899,2023-08-11,phone,1.0,T0056
S002245,U00812,2022-08-23,pc,74.0,T0077
S002246,U00801,2022-11-26,phone,30.0,T0074
S002247,U00604,2022-12-10,pc,36.0,T0055
